‘ª’èŽžŠÔ	T1Raw	T2Raw	T3Raw	T4Raw	
       274	0.00917263	0.00176389	0.00047541	0.00337448	
       275	0.00111965	-0.00210154	-0.00467850	-0.00177943	
       276	-0.01691903	-0.00145731	-0.00339002	0.00015329	
       277	-0.00918817	-0.00145731	0.00691779	0.00627356	
       278	-0.01047664	-0.01079876	0.00240812	-0.00822181	
       279	0.00466296	-0.00016883	-0.00049095	-0.00371214	
       280	-0.00113519	-0.00757757	-0.00113519	-0.00822181	
       281	0.00047541	-0.00661121	0.00337448	0.00530720	
       282	0.01658137	0.01142746	0.01593713	0.01368230	
       283	0.00562932	-0.00016883	-0.00789969	0.00079753	
       284	0.00434084	0.00047541	-0.00951029	-0.00661121	
       285	0.00240812	0.00111965	-0.00016883	0.00498508	
       285	-0.00628909	-0.00274578	-0.01144300	-0.00693333	
       286	-0.00210154	0.00176389	-0.00242366	-0.00757757	
       287	-0.00274578	-0.00049095	0.00111965	0.00595144	
       288	-0.00435638	0.00756203	-0.00725545	0.00240812	
       289	0.00015329	-0.00016883	0.00595144	-0.01659691	
       290	0.00208601	0.00208601	0.00015329	-0.00822181	
       291	0.00208601	0.00337448	-0.00145731	-0.00789969	
       292	0.00208601	-0.00242366	-0.00016883	-0.00757757	
       293	-0.00371214	0.00111965	-0.00564486	-0.00951029	
       294	-0.01530843	-0.00145731	-0.00145731	-0.00564486	
       295	-0.01563055	-0.00693333	-0.00081307	0.00047541	
       296	-0.00725545	-0.00435638	-0.00177943	0.00434084	
       297	0.00562932	-0.00145731	0.00240812	0.00337448	
       298	-0.00210154	-0.00177943	0.00144177	0.00111965	
       299	0.00498508	-0.00274578	0.00273024	-0.00016883	
       300	0.00369660	-0.00339002	-0.00016883	0.00111965	
       301	-0.00145731	-0.00564486	0.00079753	-0.00081307	
       302	-0.00500062	-0.00403426	0.00240812	0.00885051	
       303	-0.00628909	-0.00371214	0.00176389	0.00595144	
       304	0.00047541	-0.00242366	0.00015329	0.00723991	
       305	0.00240812	-0.00371214	0.00144177	-0.00725545	
       306	0.00401872	0.00079753	0.00273024	-0.00081307	
       307	-0.00049095	-0.00210154	0.00820627	-0.00403426	
       308	-0.00145731	-0.00049095	0.00176389	-0.00725545	
       309	-0.00274578	0.01046111	-0.00242366	-0.00403426	
       310	-0.00049095	0.00498508	-0.00500062	-0.00113519	
       311	-0.00564486	0.00208601	-0.00854393	0.00530720	
       312	0.00015329	-0.00049095	-0.00145731	0.00466296	
       313	-0.00596698	-0.00242366	-0.00306790	0.00530720	
       314	-0.00467850	0.00079753	-0.00467850	0.00595144	
       315	0.00111965	0.00144177	0.00240812	0.00530720	
       316	0.00401872	-0.00467850	0.00498508	-0.00403426	
       317	0.00627356	0.00401872	-0.00113519	0.00466296	
       318	0.00756203	0.00079753	0.00015329	0.00273024	
       319	0.00047541	0.00337448	-0.00049095	0.00466296	
       320	0.00079753	0.00015329	-0.01305360	0.00788415	
       321	0.00723991	-0.00467850	0.00240812	-0.00242366	
       322	0.00111965	-0.00435638	-0.00210154	-0.00596698	
       323	-0.00306790	-0.00403426	0.00820627	0.00176389	
       324	-0.01240936	-0.00339002	0.00723991	0.01561501	
       325	-0.00661121	-0.00081307	-0.00081307	0.00273024	
       326	0.00111965	-0.00403426	-0.00145731	-0.00918817	
       327	0.00079753	-0.00081307	-0.00274578	-0.00435638	
       328	-0.00113519	0.00144177	-0.00403426	0.00144177	
       329	0.00208601	-0.00081307	-0.00339002	-0.00274578	
       330	0.00434084	-0.00016883	0.00240812	-0.01240936	
       331	0.00305236	0.00401872	-0.00210154	-0.01015453	
       332	0.00369660	0.00595144	-0.00339002	-0.01208724	
       333	0.00240812	0.00369660	-0.00371214	-0.00532274	
       334	0.00562932	0.00111965	0.00240812	0.00885051	
       335	0.00691779	-0.00016883	-0.00049095	0.00369660	
       337	0.00595144	-0.00016883	0.00047541	0.00498508	
       338	0.00337448	-0.00081307	0.00047541	-0.00049095	
       339	-0.00177943	0.00047541	-0.00242366	-0.00113519	
       340	-0.00822181	-0.00242366	-0.00403426	0.00079753	
       341	-0.01369784	-0.00532274	-0.00435638	0.00079753	
       342	-0.02400565	-0.00113519	-0.00435638	0.00337448	
       343	-0.01820751	-0.00306790	0.00562932	-0.00049095	
       344	-0.00951029	-0.00113519	0.00498508	0.00434084	
       345	-0.00596698	0.00144177	-0.00596698	-0.00242366	
       346	-0.00145731	0.00015329	-0.00016883	-0.00049095	
       347	-0.00016883	0.00176389	-0.00306790	0.00305236	
       348	0.00498508	-0.00242366	0.00627356	0.00111965	
       349	0.00208601	-0.00145731	0.00434084	-0.00210154	
       350	0.00820627	0.00079753	-0.00210154	-0.00596698	
       351	0.00047541	0.00562932	-0.00757757	0.00273024	
       352	0.00530720	-0.00049095	-0.00435638	-0.00435638	
       353	0.00369660	-0.00113519	0.00015329	-0.00500062	
       354	0.00047541	-0.00049095	0.00176389	-0.00177943	
       355	-0.00661121	-0.00049095	0.00111965	-0.00081307	
       356	-0.01981810	0.00047541	-0.00113519	0.00208601	
       357	-0.00500062	-0.00242366	0.00273024	-0.00113519	
       358	0.00144177	-0.00339002	0.00208601	-0.00339002	
       359	-0.00596698	-0.00854393	0.00562932	0.01013899	
       360	0.00530720	-0.00210154	-0.00306790	-0.00049095	
       361	0.01368230	0.00401872	0.00369660	0.01046111	
       362	0.00401872	-0.00371214	0.00079753	0.01239382	
       363	0.00723991	-0.00500062	0.00917263	0.00852839	
       364	0.00595144	-0.00242366	0.00337448	0.00337448	
       365	0.00240812	0.00015329	0.00079753	-0.00339002	
       366	0.00047541	-0.00242366	0.00111965	-0.00983241	
       367	0.00047541	-0.00145731	-0.00016883	-0.01047664	
       368	0.00144177	0.00111965	-0.00306790	-0.00951029	
       369	0.00144177	-0.00113519	0.00273024	-0.00274578	
       370	0.00208601	0.00047541	0.00562932	0.00756203	
       371	0.00176389	-0.00016883	-0.00177943	-0.00177943	
       372	-0.00145731	0.00305236	-0.00242366	-0.00145731	
       373	0.00111965	0.00144177	-0.00242366	-0.00371214	
       374	0.00273024	-0.00049095	-0.00339002	-0.00274578	
       375	0.00498508	0.00176389	-0.00339002	0.00240812	
       376	0.00047541	0.00176389	-0.00339002	0.00144177	
       377	-0.00049095	0.00079753	-0.00564486	0.00144177	
       378	-0.00339002	-0.00242366	0.00079753	-0.00339002	
       379	-0.01176512	-0.00081307	-0.00596698	-0.00951029	
       380	-0.01788539	0.00047541	-0.00274578	-0.00435638	
       381	-0.01820751	-0.00016883	-0.00306790	0.01110534	
       382	-0.00532274	-0.00081307	0.00273024	0.00401872	
       383	0.00144177	0.00079753	-0.00435638	-0.00113519	
       384	0.00466296	-0.00339002	-0.00306790	0.00756203	
       385	0.00434084	-0.00210154	-0.00242366	0.00659567	
       386	0.00208601	-0.00177943	-0.00145731	-0.00113519	
       387	0.00659567	-0.00210154	-0.00403426	-0.00145731	
       388	-0.00177943	0.00337448	-0.00467850	0.00756203	
       389	0.00240812	0.00079753	0.00756203	0.00756203	
       390	0.00176389	0.00079753	0.00047541	-0.00661121	
       391	0.00047541	0.00434084	-0.00274578	-0.00532274	
       392	0.00273024	0.00240812	0.00530720	-0.00500062	
       393	-0.00081307	0.00273024	-0.00306790	-0.00564486	
       394	0.00176389	-0.00210154	0.00562932	-0.01595267	
       395	0.00337448	-0.00145731	0.00305236	-0.00145731	
       396	0.01368230	0.00047541	-0.00145731	-0.00306790	
       397	0.01786985	0.00079753	0.00337448	0.00691779	
       398	-0.00049095	-0.00403426	-0.00242366	0.00369660	
       399	-0.02336141	-0.00532274	-0.01466419	-0.00274578	
       400	0.00820627	0.00434084	0.00530720	0.01625925	
       401	-0.00693333	-0.00113519	-0.00628909	-0.00242366	
       402	-0.01885174	0.00111965	-0.00628909	0.00369660	
       403	-0.01401996	-0.00210154	0.00208601	0.00079753	
       404	-0.00822181	-0.00274578	-0.00016883	0.00240812	
       405	-0.00467850	-0.00210154	-0.00210154	0.00144177	
       406	-0.00081307	0.00176389	0.00466296	-0.00306790	
       407	-0.00081307	0.00305236	0.00015329	0.00885051	
       408	-0.00210154	-0.00016883	0.00466296	-0.00951029	
       409	0.00208601	-0.00145731	0.00466296	-0.00789969	
       410	0.00047541	0.00466296	-0.00016883	-0.00467850	
       411	0.00305236	0.00466296	-0.00339002	-0.00435638	
       412	0.00627356	-0.00081307	0.00208601	0.01303806	
       413	0.00144177	0.00079753	-0.00500062	0.00466296	
       414	0.00530720	0.00273024	-0.00435638	-0.00403426	
       415	0.00788415	-0.00113519	0.00627356	-0.00596698	
       416	0.00369660	-0.00081307	0.00723991	0.00111965	
       417	0.00208601	-0.00113519	0.00111965	0.00079753	
       418	0.00466296	-0.00113519	0.00144177	0.00401872	
       419	0.00691779	-0.00177943	-0.00628909	0.00305236	
       420	0.00885051	-0.00049095	0.00627356	0.00498508	
       421	-0.00371214	0.00047541	0.00176389	0.00562932	
       422	-0.00596698	-0.00081307	0.00047541	0.00015329	
       423	-0.00822181	-0.00049095	-0.00016883	-0.00500062	
       424	-0.00693333	-0.00145731	0.00176389	-0.00918817	
       425	-0.00371214	0.00305236	0.00111965	0.00498508	
       426	-0.00725545	0.00144177	-0.00049095	0.00981687	
       427	0.00240812	0.00079753	-0.00016883	0.01142746	
       428	0.00240812	0.00401872	-0.00532274	0.00176389	
       429	0.00434084	0.00369660	-0.00081307	-0.00242366	
       430	0.00788415	0.00498508	-0.00113519	-0.01434208	
       431	0.00369660	0.00144177	0.00144177	0.00369660	
       432	0.00369660	0.00047541	0.00015329	0.00659567	
       433	0.00047541	0.00562932	-0.00113519	0.00047541	
       434	-0.00339002	0.00208601	-0.00306790	-0.00854393	
       435	-0.00371214	-0.00145731	-0.00306790	-0.01820751	
       436	-0.00951029	-0.00500062	-0.00049095	-0.00693333	
       437	-0.00661121	-0.00435638	-0.00081307	-0.00435638	
       438	-0.00693333	0.00240812	-0.00339002	-0.00435638	
       439	-0.01337572	0.00079753	-0.00145731	-0.00500062	
       440	-0.00693333	-0.00500062	-0.00016883	0.00466296	
       441	0.00434084	-0.00725545	-0.00339002	-0.00306790	
       442	-0.00339002	-0.00371214	-0.00177943	-0.00371214	
       443	0.00305236	0.00047541	-0.00049095	-0.00177943	
       444	0.00691779	0.00401872	0.00273024	0.00273024	
       445	0.00820627	0.00240812	0.00047541	0.00788415	
       446	0.01110534	0.00015329	0.00079753	-0.00661121	
       447	0.01561501	0.00111965	-0.00145731	-0.01047664	
       448	0.01529289	-0.00177943	0.00659567	-0.00177943	
       449	0.01690349	0.00079753	0.00015329	-0.00661121	
       450	0.00981687	0.00015329	0.00273024	0.00659567	
       451	-0.00081307	0.00111965	-0.00371214	0.00885051	
       452	-0.00403426	0.00434084	-0.00693333	0.00562932	
       453	-0.00789969	0.00723991	-0.01273148	0.00337448	
       454	-0.00725545	0.00305236	0.00015329	0.00401872	
       455	-0.01079876	0.00079753	0.00208601	0.00756203	
       456	-0.01047664	0.00079753	-0.00757757	-0.00371214	
